Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
599,male,group D,high school,standard,completed,divorced,sometimes,no,3.0,school_bus,< 5,79,76,78
630,female,group B,master's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,69,80,80
633,male,group D,high school,standard,completed,single,sometimes,no,3.0,private,> 10,61,56,56
635,female,group D,bachelor's degree,standard,completed,married,regularly,no,2.0,private,> 10,59,72,79
657,female,group C,master's degree,standard,none,married,regularly,no,5.0,school_bus,< 5,76,95,93
736,male,group B,high school,standard,none,married,sometimes,no,1.0,private,> 10,66,58,59
761,male,group D,some college,standard,none,married,regularly,no,2.0,private,< 5,73,64,68
794,male,group C,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,79,70,68
843,male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,33,31,22
850,male,group D,associate's degree,standard,completed,single,regularly,no,1.0,private,5 - 10,95,88,96
866,female,group D,high school,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,50,57,62
916,male,group D,high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,72,65,65
963,female,group A,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,51,56,54
984,male,group D,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,100,84,87
989,female,group D,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,55,61,60
96,female,group D,high school,standard,completed,married,sometimes,no,2.0,school_bus,< 5,49,64,64
117,female,group E,associate's degree,standard,none,married,regularly,no,3.0,private,5 - 10,83,92,82
125,female,group E,some college,standard,completed,married,regularly,no,2.0,school_bus,> 10,79,86,85
129,female,group C,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,86,86
147,female,group A,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,71,83,83
158,male,group C,high school,standard,completed,married,never,no,2.0,school_bus,> 10,61,66,63
251,male,group A,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,61,58,53
348,male,group B,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,66,67,62
428,female,group D,high school,free/reduced,none,married,never,no,1.0,school_bus,> 10,76,86,85
429,female,group C,some high school,standard,none,single,never,no,2.0,private,< 5,41,42,42
435,female,group D,some college,standard,none,married,never,no,2.0,private,5 - 10,59,66,67
463,female,group C,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,64,72,67
502,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,43,46,42
580,female,group A,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,65,81,79
590,female,group B,master's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,68,81,84
591,male,group C,some high school,standard,completed,married,regularly,no,2.0,private,< 5,70,64,63
634,female,group D,some high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,78,80,90
663,female,group D,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,72,71,81
674,female,group B,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,64,81,77
675,female,group A,high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,51,65,58
706,male,group D,some high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,61,53,48
712,male,group E,some high school,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,74,76,68
744,male,group D,some college,standard,completed,married,sometimes,no,2.0,school_bus,> 10,79,74,70
761,female,group D,associate's degree,standard,completed,divorced,never,no,3.0,private,< 5,86,82,91
765,male,group C,master's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10,63,66,69
776,male,group C,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,< 5,93,91,93
813,female,group E,some college,standard,completed,divorced,sometimes,no,4.0,private,< 5,59,62,64
881,male,group A,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,> 10,68,65,75
885,female,group D,high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,46,50,51
928,female,group B,some college,free/reduced,none,married,sometimes,no,4.0,school_bus,> 10,41,54,52
986,female,group C,some college,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,40,57,52
25,male,group C,associate's degree,standard,completed,widowed,regularly,no,4.0,school_bus,< 5,66,68,67
46,female,group B,some high school,standard,completed,single,sometimes,no,1.0,private,> 10,27,33,36
69,male,group B,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,47,53,50
74,male,group D,associate's degree,standard,completed,married,regularly,no,1.0,private,< 5,62,65,60
75,male,group C,associate's degree,free/reduced,none,married,never,no,2.0,school_bus,> 10,67,74,63
80,female,group D,some college,standard,completed,divorced,regularly,no,5.0,school_bus,5 - 10,67,73,82
101,female,group C,some high school,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,39,50,49
121,female,group D,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,52,69,62
174,male,group E,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,77,64,60
182,male,group C,some high school,standard,completed,divorced,regularly,no,2.0,private,5 - 10,94,96,95
193,male,group B,some high school,standard,none,married,never,no,2.0,private,> 10,60,48,48
195,female,group D,bachelor's degree,standard,none,single,sometimes,no,3.0,private,5 - 10,65,82,80
226,female,group B,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,72,81,78
237,female,group E,bachelor's degree,standard,none,single,sometimes,no,3.0,private,5 - 10,74,76,81
246,female,group C,some college,standard,completed,single,regularly,no,2.0,private,5 - 10,67,80,82
316,female,group D,some college,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,60,68,76
333,female,group A,some college,free/reduced,completed,single,sometimes,no,4.0,private,< 5,52,67,66
352,male,group D,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,59,52,50
364,male,group B,some college,free/reduced,completed,single,regularly,no,4.0,school_bus,5 - 10,72,71,61
379,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,65,73,75
394,female,group C,some college,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,38,49,47
408,female,group E,master's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,63,81,74
410,male,group D,high school,standard,none,single,regularly,no,2.0,school_bus,< 5,70,59,56
456,female,group C,high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,92,98,93
510,female,group D,some high school,standard,none,married,regularly,no,2.0,school_bus,> 10,80,95,96
511,female,group B,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,54,67,61
512,female,group C,some high school,free/reduced,none,single,regularly,no,3.0,private,5 - 10,61,74,69
601,male,group D,associate's degree,standard,none,single,sometimes,no,4.0,school_bus,5 - 10,98,89,90
634,female,group E,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,86,97,89
667,male,group D,high school,free/reduced,none,married,regularly,no,3.0,school_bus,> 10,80,74,74
693,male,group D,high school,standard,completed,single,regularly,no,3.0,private,5 - 10,70,59,61
696,female,group D,some college,free/reduced,none,married,sometimes,no,1.0,private,> 10,51,57,58
701,female,group E,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,94,99,96
741,male,group A,some college,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,52,49,49
758,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,3.0,private,< 5,66,89,90
763,male,group C,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,90,95,85
780,female,group E,some high school,free/reduced,none,single,sometimes,no,3.0,private,> 10,31,43,43
799,male,group E,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,60,59,52
885,female,group C,some high school,standard,completed,married,sometimes,no,2.0,private,< 5,73,88,87
918,female,group A,associate's degree,standard,none,married,regularly,no,4.0,private,5 - 10,31,42,47
928,male,group B,some high school,standard,completed,widowed,sometimes,no,2.0,private,5 - 10,56,57,54
934,male,group D,high school,standard,none,married,regularly,no,5.0,private,< 5,69,67,60
938,female,group E,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,private,< 5,69,78,81
943,male,group B,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,42,45,42
992,female,group E,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,74,73,68
42,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,71,78,80
60,female,group B,some college,free/reduced,none,married,regularly,no,1.0,private,5 - 10,23,44,38
83,female,group C,master's degree,free/reduced,completed,married,regularly,no,5.0,school_bus,5 - 10,47,60,58
100,male,group D,master's degree,standard,none,married,regularly,no,1.0,private,< 5,80,82,75
106,female,group B,associate's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,55,66,65
107,female,group C,associate's degree,standard,completed,single,sometimes,no,1.0,school_bus,> 10,52,68,67
128,female,group C,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,67,77,74
149,female,group E,some high school,standard,none,married,never,no,5.0,private,< 5,55,57,54
157,female,group B,master's degree,free/reduced,none,divorced,never,no,3.0,school_bus,5 - 10,53,72,69
159,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,56,55,58
172,male,group D,high school,free/reduced,none,married,never,no,4.0,school_bus,5 - 10,62,60,58
193,male,group C,associate's degree,free/reduced,completed,married,never,no,4.0,private,5 - 10,47,33,35
205,female,group B,some high school,standard,completed,single,sometimes,no,2.0,private,5 - 10,83,90,94
260,female,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,61,67,73
297,male,group A,some high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,39,37,38
320,female,group E,some high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,80,78,78
370,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,54,59,58
477,male,group D,bachelor's degree,standard,completed,single,regularly,no,1.0,private,> 10,100,95,100
500,male,group B,some college,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,61,53,50
527,female,group B,associate's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,66,77,77
543,female,group D,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,63,77,78
580,male,group C,master's degree,standard,none,widowed,regularly,no,1.0,private,5 - 10,80,71,76
581,male,group C,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,49,46,41
585,male,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,58,59,58
612,male,group D,master's degree,standard,completed,married,sometimes,no,3.0,school_bus,< 5,95,98,98
622,male,group D,some college,standard,completed,married,sometimes,no,2.0,school_bus,> 10,100,100,98
672,male,group A,high school,standard,none,widowed,never,no,4.0,private,< 5,61,67,61
714,male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,61,63,60
722,female,group E,bachelor's degree,standard,none,married,never,no,5.0,private,5 - 10,64,62,62
738,male,group C,bachelor's degree,standard,completed,married,regularly,no,5.0,school_bus,< 5,93,93,98
891,male,group C,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,84,82,80
969,female,group A,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,51,64,63
7,female,group B,master's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10,52,62,67
32,male,group E,bachelor's degree,standard,completed,single,sometimes,no,2.0,school_bus,> 10,75,66,67
36,male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,< 5,44,47,42
67,male,group C,some high school,free/reduced,none,widowed,sometimes,no,4.0,school_bus,> 10,63,66,58
68,female,group C,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,52,72,68
105,female,group D,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,55,65,62
137,female,group C,some college,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,44,52,58
141,male,group D,associate's degree,standard,none,single,sometimes,no,4.0,private,< 5,80,69,69
149,female,group B,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,58,72,65
173,male,group A,high school,standard,none,married,regularly,no,1.0,private,5 - 10,62,54,53
176,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,52,68,66
182,male,group C,some high school,standard,none,single,regularly,no,1.0,private,< 5,69,60,57
201,female,group E,some college,standard,completed,married,regularly,no,2.0,private,< 5,90,99,100
231,male,group D,associate's degree,standard,completed,married,regularly,no,3.0,private,< 5,59,47,54
334,male,group D,high school,standard,none,married,sometimes,no,2.0,private,> 10,56,44,47
348,male,group D,some college,standard,completed,married,regularly,no,1.0,school_bus,< 5,70,63,67
372,male,group C,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,76,75,75
433,female,group D,high school,standard,none,married,regularly,no,2.0,private,> 10,67,74,81
450,female,group C,some high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,42,58,56
489,female,group C,some college,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,58,62,72
551,female,group C,some high school,standard,completed,single,sometimes,no,3.0,private,< 5,60,69,69
619,male,group C,bachelor's degree,standard,none,married,regularly,no,4.0,school_bus,5 - 10,56,49,53
682,male,group B,some college,free/reduced,none,single,never,no,2.0,private,5 - 10,56,58,48
695,female,group D,associate's degree,standard,none,married,regularly,no,5.0,private,5 - 10,71,76,76
747,female,group C,associate's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,75,79,85
751,male,group C,some college,standard,completed,single,regularly,no,1.0,school_bus,< 5,46,44,47
764,female,group E,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,88,99,94
799,female,group E,some college,standard,completed,married,sometimes,no,2.0,private,> 10,72,76,78
803,male,group C,some college,standard,completed,married,regularly,no,5.0,private,5 - 10,65,51,59
925,female,group B,some high school,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,52,58,56
929,female,group C,associate's degree,standard,completed,married,never,no,2.0,private,5 - 10,74,90,89
943,male,group C,master's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,86,84,84
958,female,group D,some college,standard,none,married,sometimes,no,3.0,private,> 10,69,78,79
7,male,group C,master's degree,standard,none,divorced,regularly,no,1.0,school_bus,< 5,54,47,47
16,male,group D,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,97,92,87
29,female,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,private,< 5,63,84,82
64,female,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,72,80,81
80,male,group D,associate's degree,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,95,97,94
165,male,group B,some college,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,92,86,85
171,male,group C,some high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,< 5,63,58,57
172,female,group A,associate's degree,standard,none,married,never,no,1.0,school_bus,< 5,55,61,60
197,male,group A,some high school,standard,completed,married,sometimes,no,5.0,private,> 10,79,73,73
224,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,private,> 10,51,59,67
241,male,group B,some college,standard,none,married,regularly,no,4.0,private,5 - 10,85,86,86
245,female,group D,bachelor's degree,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,100,100,100
247,female,group B,bachelor's degree,standard,none,married,never,no,3.0,private,5 - 10,79,93,88
259,female,group C,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,78,87,91
366,male,group B,high school,standard,none,married,sometimes,no,3.0,private,> 10,72,66,65
411,male,group D,some college,free/reduced,completed,single,sometimes,no,3.0,school_bus,< 5,76,71,73
412,male,group D,bachelor's degree,standard,none,married,never,no,2.0,private,> 10,59,62,60
414,female,group A,some college,standard,completed,divorced,regularly,no,3.0,private,> 10,83,89,92
431,female,group E,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,68,63,67
436,female,group E,some college,standard,none,single,sometimes,no,2.0,private,< 5,57,65,62
450,male,group C,some high school,free/reduced,none,married,sometimes,no,2.0,private,> 10,56,50,46
605,female,group D,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,59,68,73
658,female,group E,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,5 - 10,78,77,83
687,male,group C,high school,free/reduced,none,divorced,sometimes,no,4.0,private,< 5,54,55,53
720,male,group E,some high school,standard,none,married,regularly,no,3.0,private,> 10,78,65,59
725,male,group C,some high school,free/reduced,completed,married,sometimes,no,2.0,private,> 10,63,64,63
797,male,group A,associate's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,66,70,70
856,female,group B,high school,standard,completed,married,sometimes,no,3.0,private,< 5,71,85,81
863,female,group C,some college,free/reduced,none,divorced,regularly,no,3.0,private,< 5,44,65,52
879,male,group C,associate's degree,standard,none,divorced,regularly,no,1.0,school_bus,> 10,67,59,56
902,male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,98,89,92
935,male,group E,some college,standard,none,married,sometimes,no,2.0,private,< 5,54,39,33
968,female,group E,master's degree,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,73,81,84
973,male,group A,bachelor's degree,free/reduced,completed,married,never,no,2.0,private,5 - 10,79,74,76
975,male,group E,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,94,74,66
3,female,group A,high school,standard,none,married,never,no,2.0,school_bus,> 10,61,74,70
37,male,group E,associate's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,66,65,64
84,male,group A,associate's degree,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,58,64,58
115,female,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,71,82,72
125,female,group D,some college,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,58,60,62
133,male,group A,some college,free/reduced,none,single,never,no,1.0,school_bus,< 5,53,54,46
171,male,group D,high school,free/reduced,completed,married,never,no,3.0,school_bus,< 5,49,52,57
206,male,group E,master's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,98,100,100
230,male,group C,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,88,80,77
232,male,group C,associate's degree,free/reduced,none,single,regularly,no,5.0,school_bus,> 10,79,75,70
297,female,group D,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,69,85,81
298,male,group D,some college,standard,completed,married,sometimes,no,3.0,private,5 - 10,66,52,53
317,male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,70,63,62
328,male,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,40,36,31
424,male,group E,some high school,free/reduced,none,single,regularly,no,3.0,private,5 - 10,72,63,63
436,female,group C,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,65,82,78
475,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1.0,private,< 5,53,64,58
489,female,group D,master's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,56,68,68
520,male,group C,some college,free/reduced,completed,single,regularly,no,2.0,school_bus,5 - 10,64,64,61
548,female,group C,some college,standard,none,married,sometimes,no,3.0,private,> 10,80,85,78
557,male,group C,some college,standard,none,single,regularly,no,1.0,private,5 - 10,62,59,59
637,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,59,67,67
708,male,group C,master's degree,free/reduced,completed,single,sometimes,no,5.0,school_bus,< 5,80,88,85
719,male,group B,master's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,32,35,34
755,female,group C,some high school,standard,none,married,sometimes,no,4.0,private,5 - 10,46,50,45
804,male,group B,associate's degree,standard,none,married,regularly,no,3.0,private,> 10,53,41,43
815,male,group C,some college,standard,none,widowed,regularly,no,1.0,private,< 5,50,47,40
816,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,60,61,57
833,male,group D,some college,free/reduced,none,single,sometimes,no,4.0,private,5 - 10,75,66,63
849,male,group D,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,67,71,70
890,male,group E,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,73,64,65
919,male,group D,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,85,83,90
937,male,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,< 5,62,70,68
19,female,group D,master's degree,standard,none,married,sometimes,no,1.0,private,< 5,80,96,100
49,female,group B,bachelor's degree,standard,completed,single,regularly,no,5.0,private,5 - 10,78,83,89
89,female,group E,some college,standard,none,married,never,no,1.0,school_bus,< 5,76,86,79
149,female,group B,some college,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,39,51,48
156,male,group D,associate's degree,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,64,76,78
166,female,group E,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,57,58,55
270,female,group C,some college,standard,none,single,sometimes,no,3.0,private,5 - 10,74,91,84
299,male,group C,associate's degree,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,77,72,76
300,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,< 5,76,74,69
324,female,group D,some college,standard,none,divorced,regularly,no,5.0,private,< 5,62,69,62
349,female,group C,some high school,free/reduced,none,married,sometimes,no,5.0,private,5 - 10,74,78,73
351,male,group C,high school,standard,completed,married,sometimes,no,3.0,school_bus,< 5,76,74,67
387,male,group C,bachelor's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,59,55,46
391,female,group B,some high school,standard,completed,married,never,no,1.0,school_bus,5 - 10,53,53,59
426,male,group D,some college,standard,none,single,regularly,no,3.0,school_bus,5 - 10,62,70,65
430,female,group B,master's degree,free/reduced,none,married,regularly,no,2.0,private,> 10,70,73,79
452,female,group C,some high school,standard,completed,married,regularly,no,3.0,school_bus,< 5,68,84,82
457,female,group B,high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,60,74,65
515,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,> 10,53,56,55
517,male,group C,associate's degree,free/reduced,completed,single,regularly,no,1.0,private,< 5,85,86,85
525,male,group B,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,71,70,64
582,female,group E,high school,standard,none,married,regularly,no,2.0,school_bus,< 5,60,68,69
593,female,group B,some high school,standard,none,single,regularly,no,4.0,private,5 - 10,73,88,82
595,male,group C,associate's degree,standard,none,married,regularly,no,3.0,school_bus,< 5,72,59,58
629,male,group B,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,77,72,77
636,female,group B,some college,standard,completed,married,sometimes,no,3.0,private,5 - 10,74,82,86
640,female,group B,master's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,76,94,94
667,male,group D,associate's degree,standard,none,divorced,regularly,no,2.0,private,5 - 10,57,40,51
779,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,4.0,school_bus,> 10,77,82,78
822,male,group E,some high school,free/reduced,none,single,never,no,3.0,private,< 5,63,58,48
828,female,group B,high school,standard,none,married,regularly,no,2.0,private,< 5,62,60,59
830,female,group C,high school,standard,none,single,sometimes,no,5.0,private,< 5,81,77,75
848,female,group B,some high school,standard,none,married,sometimes,no,4.0,private,> 10,76,79,73
867,male,group D,high school,standard,none,married,regularly,no,1.0,private,< 5,68,63,62
874,male,group E,high school,standard,completed,single,sometimes,no,1.0,private,< 5,75,65,66
878,female,group E,bachelor's degree,standard,none,single,regularly,no,1.0,private,5 - 10,77,73,74
886,male,group B,some high school,standard,none,married,regularly,no,2.0,private,> 10,44,43,44
924,male,group C,high school,standard,none,married,sometimes,no,4.0,school_bus,> 10,73,88,75
927,female,group E,associate's degree,standard,none,single,regularly,no,2.0,private,< 5,80,86,80
32,male,group C,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,49,53,44
33,male,group D,some high school,standard,completed,married,regularly,no,5.0,private,< 5,68,62,67
83,male,group A,bachelor's degree,standard,none,married,never,no,1.0,private,> 10,69,53,54
97,female,group B,some college,standard,none,married,sometimes,no,1.0,private,< 5,48,53,48
179,female,group E,associate's degree,standard,completed,single,never,no,2.0,school_bus,5 - 10,63,76,78
209,male,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,56,66,57
215,female,group B,master's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,56,66,66
230,female,group A,high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,54,63,57
236,female,group B,some college,free/reduced,completed,single,sometimes,no,2.0,school_bus,> 10,67,73,70
306,male,group C,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,39,46,42
356,female,group D,high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,82,86,84
379,female,group C,associate's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,73,90,81
394,male,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,75,77,80
450,female,group C,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,73,71,75
471,female,group D,high school,free/reduced,none,married,regularly,no,1.0,private,< 5,51,61,55
520,male,group B,associate's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,85,81,81
561,female,group D,some high school,standard,none,single,sometimes,no,4.0,private,< 5,76,86,82
576,male,group A,high school,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,50,62,59
613,female,group C,some college,standard,completed,divorced,regularly,no,2.0,school_bus,5 - 10,77,95,90
669,female,group B,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,41,53,51
720,male,group B,master's degree,standard,none,married,regularly,no,3.0,school_bus,< 5,56,56,53
741,female,group C,high school,free/reduced,none,single,regularly,no,2.0,school_bus,< 5,67,83,80
743,male,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,82,76,76
813,male,group B,master's degree,standard,completed,married,never,no,2.0,private,< 5,95,94,98
847,female,group E,high school,standard,none,single,sometimes,no,1.0,school_bus,> 10,51,62,59
855,female,group D,bachelor's degree,standard,completed,single,sometimes,no,1.0,school_bus,< 5,77,89,88
868,male,group E,high school,free/reduced,completed,divorced,never,no,3.0,school_bus,5 - 10,73,66,66
908,female,group C,some high school,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,59,71,71
932,female,group A,some college,free/reduced,none,single,never,no,1.0,school_bus,> 10,58,63,60
934,female,group D,associate's degree,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,57,61,60
964,male,group A,master's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,79,81,76
979,male,group D,some college,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,87,79,77
6,male,group D,bachelor's degree,free/reduced,completed,divorced,regularly,no,3.0,school_bus,> 10,71,70,76
15,female,group C,some college,standard,none,single,sometimes,no,1.0,private,> 10,95,90,95
20,male,group B,high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,78,69,74
34,male,group C,master's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,88,83,90
83,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,41,64,59
93,male,group D,some high school,standard,none,single,sometimes,no,4.0,school_bus,5 - 10,66,67,63
124,female,group D,some college,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,64,68,65
196,male,group E,some college,free/reduced,completed,married,sometimes,no,2.0,private,< 5,92,89,85
204,male,group C,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,74,76,72
228,male,group C,associate's degree,standard,completed,single,regularly,no,4.0,school_bus,5 - 10,80,77,80
234,female,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,62,69,70
265,female,group E,associate's degree,free/reduced,completed,married,regularly,no,1.0,private,> 10,76,85,86
344,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,68,67,79
